Order_ID,Warehouse,Product,Order_Date,Dispatch_Date,Ship_Date,Destination
1059,C,Tablet,2024-02-27,2024-02-29,2024-03-04,Hyderabad
1060,D,Phone,2024-01-28,2024-01-28,2024-01-29,Delhi
1061,A,Headphones,2024-02-04,2024-02-06,2024-02-08,Bangalore
1062,C,Monitor,2024-02-23,2024-02-25,2024-02-26,Hyderabad
1063,C,Phone,2024-04-22,2024-04-23,2024-04-25,Kolkata
1064,A,Monitor,2024-02-28,2024-02-28,2024-03-02,Hyderabad
1065,B,Headphones,2024-03-27,2024-03-31,2024-04-04,Pune
1066,B,Tablet,2024-01-15,2024-01-18,2024-01-19,Kolkata
1067,B,Keyboard,2024-01-21,2024-01-24,2024-01-25,Kolkata
1068,A,Monitor,2024-02-01,2024-02-03,2024-02-06,Hyderabad
1069,B,Headphones,2024-04-30,2024-05-02,2024-05-05,Bangalore
1070,A,Headphones,2024-04-19,2024-04-21,2024-04-24,Delhi
1071,C,Tablet,2024-02-05,2024-02-06,2024-02-07,Pune
1072,D,Laptop,2024-02-18,2024-02-20,2024-02-23,Kolkata
1073,C,Monitor,2024-03-25,2024-03-27,2024-03-30,Mumbai
1074,A,Keyboard,2024-02-05,2024-02-07,2024-02-08,Pune
1075,B,Laptop,2024-03-01,2024-03-03,2024-03-06,Delhi
1076,C,Keyboard,2024-02-22,2024-02-23,2024-02-24,Delhi
1077,A,Laptop,2024-02-15,2024-02-15,2024-02-19,Hyderabad
1078,D,Phone,2024-02-01,2024-02-01,2024-02-05,Chennai
1079,D,Laptop,2024-03-28,2024-03-30,2024-04-01,Kolkata
1080,A,Keyboard,2024-03-07,2024-03-08,2024-03-12,Bangalore
1081,D,Keyboard,2024-04-24,2024-04-26,2024-04-28,Pune
1082,A,Headphones,2024-03-28,2024-03-28,2024-03-30,Mumbai
1083,D,Headphones,2024-04-09,2024-04-09,2024-04-12,Kolkata
1084,D,Tablet,2024-01-28,2024-01-29,2024-02-02,Bangalore
1085,B,Keyboard,2024-01-05,2024-01-08,2024-01-09,Hyderabad
1086,C,Monitor,2024-01-19,2024-01-20,2024-01-24,Bangalore
1087,B,Phone,2024-01-21,2024-01-25,2024-01-27,Hyderabad
1088,C,Keyboard,2024-04-12,2024-04-12,2024-04-15,Kolkata
1089,D,Headphones,2024-02-03,2024-02-03,2024-02-04,Delhi
1090,B,Headphones,2024-01-30,2024-02-02,2024-02-06,Hyderabad
1091,C,Monitor,2024-02-02,2024-02-03,2024-02-05,Delhi
1092,D,Keyboard,2024-02-18,2024-02-20,2024-02-24,Bangalore
1093,A,Monitor,2024-03-28,2024-03-30,2024-04-03,Hyderabad
1094,C,Laptop,2024-03-19,2024-03-19,2024-03-22,Chennai
1095,D,Keyboard,2024-02-21,2024-02-21,2024-02-24,Chennai
1096,D,Phone,2024-02-12,2024-02-13,2024-02-15,Kolkata
1097,A,Phone,2024-01-17,2024-01-17,2024-01-18,Mumbai
1098,D,Keyboard,2024-04-15,2024-04-15,2024-04-18,Bangalore
1099,D,Keyboard,2024-01-17,2024-01-17,2024-01-20,Mumbai
1100,B,Tablet,2024-01-10,2024-01-13,2024-01-17,Kolkata
1101,C,Tablet,2024-03-16,2024-03-18,2024-03-19,Bangalore
1102,B,Phone,2024-03-25,2024-03-29,2024-04-02,Mumbai
1103,B,Tablet,2024-02-09,2024-02-11,2024-02-13,Pune
1104,B,Headphones,2024-02-09,2024-02-13,2024-02-14,Mumbai
1105,D,Tablet,2024-02-22,2024-02-23,2024-02-26,Delhi
1106,D,Laptop,2024-02-15,2024-02-17,2024-02-20,Pune
1107,B,Headphones,2024-02-17,2024-02-20,2024-02-24,Chennai
1108,A,Laptop,2024-04-11,2024-04-12,2024-04-16,Chennai
1109,A,Laptop,2024-02-24,2024-02-24,2024-02-27,Hyderabad
1110,C,Headphones,2024-04-29,2024-05-01,2024-05-03,Delhi
1111,B,Headphones,2024-01-09,2024-01-12,2024-01-15,Pune
1112,B,Tablet,2024-01-16,2024-01-20,2024-01-21,Kolkata
1113,B,Laptop,2024-02-06,2024-02-10,2024-02-12,Kolkata
1114,C,Monitor,2024-01-30,2024-01-30,2024-02-02,Hyderabad
1115,D,Keyboard,2024-03-08,2024-03-10,2024-03-13,Kolkata
1116,D,Tablet,2024-01-17,2024-01-17,2024-01-21,Delhi
1117,B,Tablet,2024-04-24,2024-04-28,2024-04-29,Kolkata
1118,C,Tablet,2024-01-02,2024-01-02,2024-01-06,Mumbai
1119,C,Phone,2024-02-07,2024-02-07,2024-02-08,Delhi
1120,B,Keyboard,2024-04-18,2024-04-20,2024-04-23,Kolkata
1121,B,Keyboard,2024-03-22,2024-03-26,2024-03-30,Hyderabad
1122,D,Keyboard,2024-03-24,2024-03-24,2024-03-26,Chennai
1123,B,Phone,2024-01-17,2024-01-21,2024-01-25,Mumbai
1124,A,Tablet,2024-03-08,2024-03-10,2024-03-12,Mumbai
1125,C,Phone,2024-03-16,2024-03-17,2024-03-21,Bangalore
1126,B,Monitor,2024-01-20,2024-01-22,2024-01-24,Chennai
1127,C,Headphones,2024-02-07,2024-02-09,2024-02-10,Bangalore
1128,D,Keyboard,2024-03-27,2024-03-28,2024-03-31,Chennai
1129,C,Headphones,2024-04-09,2024-04-09,2024-04-11,Pune
1130,D,Laptop,2024-03-26,2024-03-26,2024-03-27,Hyderabad
1131,C,Laptop,2024-02-03,2024-02-03,2024-02-07,Chennai
1132,B,Phone,2024-02-26,2024-02-29,2024-03-02,Mumbai
1133,B,Headphones,2024-02-08,2024-02-10,2024-02-12,Mumbai
1134,C,Keyboard,2024-03-04,2024-03-05,2024-03-08,Kolkata
1135,D,Headphones,2024-04-29,2024-05-01,2024-05-05,Chennai
1136,D,Phone,2024-04-26,2024-04-27,2024-04-28,Bangalore
1137,D,Keyboard,2024-04-26,2024-04-27,2024-04-28,Hyderabad
1138,C,Phone,2024-01-09,2024-01-09,2024-01-13,Delhi
1139,C,Phone,2024-04-20,2024-04-22,2024-04-23,Chennai
1140,A,Phone,2024-01-11,2024-01-11,2024-01-12,Mumbai
1141,B,Tablet,2024-03-18,2024-03-22,2024-03-24,Chennai
1142,A,Phone,2024-03-15,2024-03-16,2024-03-18,Bangalore
1143,D,Tablet,2024-01-06,2024-01-07,2024-01-11,Chennai
1144,B,Keyboard,2024-01-04,2024-01-06,2024-01-09,Hyderabad
1145,A,Phone,2024-03-31,2024-04-02,2024-04-05,Kolkata
1146,B,Laptop,2024-03-25,2024-03-27,2024-03-29,Mumbai
1147,D,Monitor,2024-01-08,2024-01-08,2024-01-12,Kolkata
1148,A,Laptop,2024-02-20,2024-02-21,2024-02-24,Pune
1149,C,Tablet,2024-01-20,2024-01-20,2024-01-21,Kolkata
1150,B,Tablet,2024-01-07,2024-01-10,2024-01-14,Pune
1151,D,Laptop,2024-03-18,2024-03-18,2024-03-22,Hyderabad
1152,B,Monitor,2024-02-25,2024-02-28,2024-03-02,Mumbai
1153,D,Keyboard,2024-01-14,2024-01-16,2024-01-20,Delhi
1154,D,Laptop,2024-01-18,2024-01-18,2024-01-21,Pune
1155,A,Tablet,2024-01-28,2024-01-30,2024-01-31,Chennai
1156,D,Monitor,2024-02-13,2024-02-14,2024-02-16,Kolkata
1157,B,Tablet,2024-02-26,2024-02-29,2024-03-04,Mumbai
1158,D,Tablet,2024-02-10,2024-02-12,2024-02-16,Bangalore
1159,B,Tablet,2024-03-17,2024-03-21,2024-03-23,Kolkata
1160,B,Laptop,2024-04-24,2024-04-27,2024-04-30,Bangalore
1161,C,Laptop,2024-02-09,2024-02-11,2024-02-15,Hyderabad
1162,C,Phone,2024-02-10,2024-02-12,2024-02-14,Bangalore
1163,A,Monitor,2024-01-21,2024-01-23,2024-01-26,Kolkata
1164,B,Tablet,2024-01-25,2024-01-28,2024-02-01,Mumbai
1165,A,Headphones,2024-02-10,2024-02-10,2024-02-14,Mumbai
1166,A,Laptop,2024-03-01,2024-03-03,2024-03-04,Mumbai
1167,B,Keyboard,2024-03-05,2024-03-08,2024-03-12,Kolkata
1168,C,Headphones,2024-01-02,2024-01-02,2024-01-04,Delhi
1169,D,Headphones,2024-02-22,2024-02-22,2024-02-23,Delhi
1170,B,Keyboard,2024-02-24,2024-02-28,2024-02-29,Hyderabad
1171,D,Monitor,2024-02-10,2024-02-10,2024-02-12,Mumbai
1172,D,Tablet,2024-03-23,2024-03-25,2024-03-27,Kolkata
1173,B,Monitor,2024-04-13,2024-04-17,2024-04-18,Bangalore
1174,D,Keyboard,2024-03-16,2024-03-16,2024-03-19,Delhi
1175,D,Phone,2024-04-15,2024-04-16,2024-04-18,Bangalore
1176,B,Headphones,2024-02-05,2024-02-09,2024-02-13,Kolkata
1177,B,Headphones,2024-03-22,2024-03-24,2024-03-25,Hyderabad
1178,D,Headphones,2024-03-18,2024-03-18,2024-03-22,Bangalore
1179,D,Keyboard,2024-03-16,2024-03-18,2024-03-19,Hyderabad
1180,B,Monitor,2024-04-02,2024-04-06,2024-04-10,Chennai
1181,D,Laptop,2024-04-17,2024-04-19,2024-04-22,Hyderabad
1182,A,Keyboard,2024-01-16,2024-01-18,2024-01-20,Kolkata
1183,C,Monitor,2024-03-30,2024-04-01,2024-04-05,Kolkata
1184,D,Tablet,2024-01-20,2024-01-20,2024-01-21,Bangalore
1185,B,Monitor,2024-04-13,2024-04-16,2024-04-18,Kolkata
1186,D,Tablet,2024-04-15,2024-04-16,2024-04-18,Kolkata
1187,B,Phone,2024-03-03,2024-03-07,2024-03-09,Mumbai
1188,D,Phone,2024-03-04,2024-03-06,2024-03-08,Delhi
1189,D,Monitor,2024-04-23,2024-04-24,2024-04-25,Bangalore
1190,A,Monitor,2024-03-22,2024-03-23,2024-03-26,Delhi
1191,D,Phone,2024-03-07,2024-03-09,2024-03-10,Mumbai
1192,B,Headphones,2024-01-08,2024-01-11,2024-01-14,Pune
1193,D,Phone,2024-03-01,2024-03-03,2024-03-04,Delhi
1194,D,Keyboard,2024-03-08,2024-03-08,2024-03-09,Chennai
1195,C,Laptop,2024-03-26,2024-03-28,2024-04-01,Pune
1196,B,Tablet,2024-03-16,2024-03-18,2024-03-20,Mumbai
1197,B,Keyboard,2024-04-06,2024-04-08,2024-04-12,Bangalore
1198,C,Tablet,2024-02-28,2024-02-28,2024-03-01,Mumbai
1199,B,Tablet,2024-01-11,2024-01-13,2024-01-16,Hyderabad
1200,D,Headphones,2024-03-14,2024-03-15,2024-03-16,Chennai
1201,D,Monitor,2024-01-24,2024-01-26,2024-01-30,Pune
1202,A,Headphones,2024-02-28,2024-02-29,2024-03-01,Pune
1203,B,Monitor,2024-03-21,2024-03-23,2024-03-27,Pune
1204,D,Monitor,2024-03-12,2024-03-13,2024-03-17,Mumbai
1205,D,Monitor,2024-01-28,2024-01-30,2024-02-03,Delhi
1206,C,Keyboard,2024-02-08,2024-02-10,2024-02-13,Delhi
1207,A,Keyboard,2024-02-19,2024-02-21,2024-02-24,Hyderabad
1208,B,Monitor,2024-01-16,2024-01-19,2024-01-22,Chennai
1209,A,Monitor,2024-03-13,2024-03-15,2024-03-19,Bangalore
1210,A,Tablet,2024-02-12,2024-02-12,2024-02-14,Delhi
1211,B,Tablet,2024-01-05,2024-01-09,2024-01-11,Pune
1212,D,Keyboard,2024-01-28,2024-01-28,2024-02-01,Chennai
1213,B,Tablet,2024-01-19,2024-01-23,2024-01-26,Pune
1214,D,Laptop,2024-02-11,2024-02-12,2024-02-13,Delhi
1215,C,Keyboard,2024-03-14,2024-03-15,2024-03-18,Hyderabad
1216,B,Phone,2024-04-04,2024-04-06,2024-04-08,Pune
1217,C,Monitor,2024-02-08,2024-02-10,2024-02-11,Delhi
1218,C,Keyboard,2024-02-07,2024-02-07,2024-02-10,Hyderabad
1219,A,Monitor,2024-03-25,2024-03-25,2024-03-28,Mumbai
1220,C,Headphones,2024-01-22,2024-01-23,2024-01-24,Hyderabad
1221,B,Tablet,2024-01-18,2024-01-22,2024-01-23,Pune
1222,C,Phone,2024-03-11,2024-03-13,2024-03-17,Kolkata
1223,C,Tablet,2024-02-22,2024-02-22,2024-02-25,Bangalore
1224,C,Keyboard,2024-04-16,2024-04-16,2024-04-17,Pune
1225,A,Phone,2024-03-04,2024-03-05,2024-03-06,Bangalore
1226,B,Keyboard,2024-03-28,2024-04-01,2024-04-03,Pune
1227,C,Keyboard,2024-01-30,2024-02-01,2024-02-02,Mumbai
1228,B,Headphones,2024-03-25,2024-03-28,2024-04-01,Pune
1229,D,Tablet,2024-04-20,2024-04-20,2024-04-24,Hyderabad
1230,B,Phone,2024-02-24,2024-02-28,2024-03-01,Kolkata
1231,D,Tablet,2024-04-12,2024-04-13,2024-04-17,Pune
1232,C,Monitor,2024-02-22,2024-02-23,2024-02-25,Mumbai
1233,C,Keyboard,2024-04-10,2024-04-11,2024-04-13,Pune
1234,D,Headphones,2024-02-14,2024-02-15,2024-02-17,Bangalore
1235,C,Tablet,2024-03-06,2024-03-06,2024-03-10,Mumbai
1236,A,Tablet,2024-02-24,2024-02-26,2024-02-28,Delhi
1237,C,Monitor,2024-04-18,2024-04-18,2024-04-20,Kolkata
1238,B,Headphones,2024-04-30,2024-05-02,2024-05-04,Hyderabad
1239,B,Headphones,2024-02-10,2024-02-14,2024-02-18,Mumbai
1240,A,Laptop,2024-01-30,2024-02-01,2024-02-03,Mumbai
1241,D,Tablet,2024-02-14,2024-02-14,2024-02-18,Bangalore
1242,B,Tablet,2024-02-29,2024-03-03,2024-03-06,Pune
1243,D,Keyboard,2024-03-17,2024-03-18,2024-03-21,Kolkata
1244,D,Keyboard,2024-01-22,2024-01-22,2024-01-23,Hyderabad
1245,A,Tablet,2024-01-11,2024-01-11,2024-01-14,Bangalore
1246,B,Headphones,2024-03-08,2024-03-11,2024-03-15,Chennai
1247,C,Tablet,2024-03-26,2024-03-27,2024-03-31,Chennai
1248,A,Laptop,2024-01-13,2024-01-15,2024-01-17,Bangalore
1249,A,Laptop,2024-02-14,2024-02-14,2024-02-17,Mumbai
1250,D,Tablet,2024-04-24,2024-04-26,2024-04-29,Delhi
1251,A,Monitor,2024-02-14,2024-02-15,2024-02-19,Mumbai
1252,D,Tablet,2024-01-25,2024-01-26,2024-01-30,Bangalore
1253,B,Phone,2024-03-31,2024-04-02,2024-04-06,Mumbai
1254,C,Tablet,2024-01-25,2024-01-26,2024-01-27,Bangalore
1255,C,Laptop,2024-03-19,2024-03-21,2024-03-22,Delhi
1256,B,Monitor,2024-01-02,2024-01-04,2024-01-07,Pune
1257,D,Laptop,2024-02-23,2024-02-25,2024-02-26,Pune
1258,A,Tablet,2024-01-01,2024-01-03,2024-01-05,Kolkata
1259,D,Phone,2024-03-31,2024-03-31,2024-04-02,Delhi
1260,A,Laptop,2024-04-07,2024-04-09,2024-04-11,Mumbai
1261,A,Phone,2024-04-10,2024-04-12,2024-04-14,Pune
1262,C,Tablet,2024-01-21,2024-01-23,2024-01-24,Hyderabad
1263,A,Phone,2024-02-24,2024-02-25,2024-02-26,Kolkata
1264,A,Keyboard,2024-02-11,2024-02-11,2024-02-13,Delhi
1265,C,Phone,2024-01-09,2024-01-11,2024-01-15,Bangalore
1266,B,Laptop,2024-04-16,2024-04-20,2024-04-21,Chennai
1267,A,Laptop,2024-03-15,2024-03-16,2024-03-20,Pune
1268,D,Phone,2024-01-05,2024-01-05,2024-01-08,Delhi
1269,D,Headphones,2024-01-09,2024-01-10,2024-01-13,Bangalore
1270,D,Keyboard,2024-04-15,2024-04-17,2024-04-18,Mumbai
1271,B,Monitor,2024-01-11,2024-01-15,2024-01-16,Mumbai
1272,A,Tablet,2024-02-02,2024-02-04,2024-02-06,Chennai
1273,C,Keyboard,2024-02-22,2024-02-24,2024-02-28,Chennai
1274,D,Monitor,2024-01-13,2024-01-15,2024-01-17,Pune
1275,A,Monitor,2024-02-18,2024-02-18,2024-02-19,Mumbai
1276,A,Keyboard,2024-02-04,2024-02-06,2024-02-10,Pune
1277,A,Monitor,2024-04-03,2024-04-05,2024-04-09,Mumbai
1278,C,Laptop,2024-01-23,2024-01-23,2024-01-24,Kolkata
1279,A,Keyboard,2024-04-27,2024-04-27,2024-04-30,Hyderabad
1280,C,Phone,2024-02-13,2024-02-14,2024-02-16,Bangalore
1281,D,Phone,2024-02-13,2024-02-15,2024-02-19,Pune
1282,B,Tablet,2024-01-29,2024-01-31,2024-02-03,Pune
1283,A,Laptop,2024-04-15,2024-04-16,2024-04-17,Pune
1284,D,Phone,2024-03-21,2024-03-23,2024-03-25,Mumbai
1285,D,Monitor,2024-01-15,2024-01-16,2024-01-17,Pune
1286,A,Keyboard,2024-03-15,2024-03-15,2024-03-16,Kolkata
1287,A,Monitor,2024-03-09,2024-03-11,2024-03-12,Hyderabad
1288,B,Laptop,2024-01-27,2024-01-29,2024-02-02,Delhi
1289,C,Headphones,2024-02-20,2024-02-22,2024-02-25,Mumbai
1290,D,Laptop,2024-04-03,2024-04-05,2024-04-09,Mumbai
1291,B,Keyboard,2024-01-31,2024-02-02,2024-02-05,Hyderabad
1292,B,Phone,2024-03-25,2024-03-27,2024-03-28,Hyderabad
1293,A,Phone,2024-02-29,2024-02-29,2024-03-04,Bangalore
1294,A,Phone,2024-04-25,2024-04-27,2024-04-29,Bangalore
1295,A,Monitor,2024-03-19,2024-03-20,2024-03-23,Bangalore
1296,B,Keyboard,2024-02-22,2024-02-24,2024-02-28,Hyderabad
1297,D,Monitor,2024-04-28,2024-04-28,2024-04-30,Hyderabad
1298,A,Phone,2024-03-03,2024-03-05,2024-03-08,Chennai
1299,D,Keyboard,2024-02-07,2024-02-07,2024-02-11,Pune
1300,C,Monitor,2024-04-18,2024-04-18,2024-04-22,Pune
1301,C,Keyboard,2024-02-02,2024-02-02,2024-02-06,Delhi
1302,D,Phone,2024-02-16,2024-02-18,2024-02-20,Bangalore
1303,A,Headphones,2024-01-16,2024-01-18,2024-01-22,Mumbai
1304,B,Keyboard,2024-04-12,2024-04-15,2024-04-18,Bangalore
1305,C,Laptop,2024-01-07,2024-01-08,2024-01-10,Bangalore
1306,C,Monitor,2024-04-21,2024-04-22,2024-04-24,Hyderabad
1307,B,Headphones,2024-01-09,2024-01-11,2024-01-15,Pune
1308,B,Phone,2024-01-19,2024-01-23,2024-01-24,Chennai
1309,A,Keyboard,2024-04-05,2024-04-06,2024-04-09,Mumbai
1310,B,Headphones,2024-04-28,2024-05-02,2024-05-03,Hyderabad
1311,A,Monitor,2024-02-04,2024-02-04,2024-02-07,Chennai
1312,A,Monitor,2024-04-25,2024-04-27,2024-05-01,Chennai
1313,C,Tablet,2024-03-21,2024-03-23,2024-03-26,Mumbai
1314,D,Monitor,2024-03-18,2024-03-19,2024-03-23,Kolkata
1315,A,Phone,2024-03-10,2024-03-11,2024-03-15,Mumbai
1316,A,Monitor,2024-02-06,2024-02-08,2024-02-12,Delhi
1317,D,Headphones,2024-03-15,2024-03-16,2024-03-18,Bangalore
1318,C,Tablet,2024-03-02,2024-03-02,2024-03-03,Kolkata
1319,D,Phone,2024-04-23,2024-04-23,2024-04-24,Pune
1320,B,Monitor,2024-03-16,2024-03-18,2024-03-21,Bangalore
1321,D,Headphones,2024-02-29,2024-03-02,2024-03-04,Kolkata
1322,C,Phone,2024-03-23,2024-03-24,2024-03-27,Hyderabad
1323,C,Keyboard,2024-02-08,2024-02-10,2024-02-11,Hyderabad
1324,C,Phone,2024-02-10,2024-02-11,2024-02-14,Kolkata
1325,C,Monitor,2024-04-04,2024-04-04,2024-04-07,Mumbai
1326,A,Headphones,2024-02-11,2024-02-12,2024-02-15,Mumbai
1327,D,Phone,2024-04-06,2024-04-08,2024-04-11,Kolkata
1328,D,Monitor,2024-03-07,2024-03-08,2024-03-10,Kolkata
1329,B,Laptop,2024-01-16,2024-01-19,2024-01-23,Kolkata
1330,C,Monitor,2024-03-05,2024-03-07,2024-03-09,Hyderabad
1331,C,Monitor,2024-03-25,2024-03-26,2024-03-29,Kolkata
1332,D,Laptop,2024-03-30,2024-03-30,2024-04-02,Bangalore
1333,B,Monitor,2024-02-28,2024-03-02,2024-03-05,Chennai
1334,B,Headphones,2024-04-26,2024-04-30,2024-05-01,Delhi
1335,B,Monitor,2024-02-11,2024-02-15,2024-02-17,Bangalore
1336,C,Monitor,2024-01-03,2024-01-05,2024-01-06,Hyderabad
1337,D,Headphones,2024-03-30,2024-04-01,2024-04-05,Chennai
1338,C,Phone,2024-01-23,2024-01-25,2024-01-28,Bangalore
1339,D,Monitor,2024-04-25,2024-04-26,2024-04-28,Delhi
1340,A,Monitor,2024-03-07,2024-03-09,2024-03-11,Delhi
1341,C,Keyboard,2024-02-26,2024-02-26,2024-02-29,Bangalore
1342,B,Headphones,2024-04-03,2024-04-07,2024-04-09,Hyderabad
1343,D,Laptop,2024-04-03,2024-04-05,2024-04-08,Mumbai
1344,A,Headphones,2024-02-11,2024-02-13,2024-02-17,Delhi
1345,A,Laptop,2024-01-16,2024-01-16,2024-01-19,Chennai
1346,D,Phone,2024-02-21,2024-02-22,2024-02-23,Hyderabad
1347,C,Laptop,2024-03-14,2024-03-16,2024-03-20,Kolkata
1348,C,Laptop,2024-02-29,2024-03-01,2024-03-04,Chennai
1349,B,Monitor,2024-01-10,2024-01-14,2024-01-15,Chennai
1350,D,Keyboard,2024-03-28,2024-03-28,2024-03-29,Mumbai
1351,C,Keyboard,2024-03-05,2024-03-05,2024-03-09,Mumbai
1352,B,Tablet,2024-03-07,2024-03-09,2024-03-13,Kolkata
1353,A,Laptop,2024-01-27,2024-01-28,2024-01-29,Bangalore
1354,A,Keyboard,2024-04-25,2024-04-26,2024-04-27,Bangalore
1355,C,Phone,2024-04-28,2024-04-30,2024-05-03,Kolkata
1356,A,Laptop,2024-02-28,2024-02-28,2024-03-03,Mumbai
1357,A,Keyboard,2024-01-11,2024-01-12,2024-01-14,Delhi
1358,D,Monitor,2024-04-24,2024-04-25,2024-04-26,Bangalore
1359,B,Keyboard,2024-01-08,2024-01-10,2024-01-12,Chennai
1360,D,Monitor,2024-04-02,2024-04-02,2024-04-05,Delhi
1361,B,Tablet,2024-01-19,2024-01-21,2024-01-23,Kolkata
1362,B,Phone,2024-01-18,2024-01-22,2024-01-26,Mumbai
1363,A,Tablet,2024-01-23,2024-01-23,2024-01-26,Chennai
1364,D,Monitor,2024-04-23,2024-04-23,2024-04-26,Pune
1365,D,Headphones,2024-03-22,2024-03-23,2024-03-24,Hyderabad
1366,A,Phone,2024-04-18,2024-04-19,2024-04-23,Pune
1367,B,Keyboard,2024-02-08,2024-02-11,2024-02-12,Hyderabad
1368,C,Phone,2024-02-27,2024-02-29,2024-03-01,Delhi
1369,A,Headphones,2024-03-18,2024-03-20,2024-03-22,Pune
1370,D,Headphones,2024-01-07,2024-01-09,2024-01-11,Bangalore
1371,A,Phone,2024-03-07,2024-03-09,2024-03-11,Kolkata
1372,D,Monitor,2024-02-17,2024-02-19,2024-02-21,Delhi
1373,D,Keyboard,2024-01-28,2024-01-28,2024-01-31,Pune
1374,B,Keyboard,2024-01-23,2024-01-25,2024-01-29,Chennai
1375,C,Keyboard,2024-03-31,2024-04-02,2024-04-05,Bangalore
1376,B,Laptop,2024-03-31,2024-04-02,2024-04-05,Delhi
1377,D,Tablet,2024-02-22,2024-02-23,2024-02-27,Hyderabad
1378,D,Tablet,2024-01-05,2024-01-05,2024-01-07,Hyderabad
